fold_index,erm,dann,instance_norm
0,0.8444444537162781,0.8326388994852701,0.877372682094574
1,0.8760995467503866,0.8502893447875977,0.9283564885457357
2,0.9187772472699484,0.8724809288978577,0.9332788983980814
3,0.8578216234842936,0.8414961099624634,0.861537516117096
4,0.9010995229085287,0.9104166626930237,0.9377893408139547
5,0.8681419491767883,0.8618671298027039,0.8932126561800638
6,0.8982090552647909,0.8196271856625875,0.9100877046585083
7,0.8505786856015524,0.7830110192298889,0.8917999863624573
8,0.7685763835906982,0.7513310313224792,0.8019097447395325
